frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,ip.proto,tcp.flags
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430449500","10.10.212.223","13.107.139.11","59452","443","284","6","0x0018"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.430878000","10.10.212.223","13.107.139.11","59452","443","284","6","0x0018"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431353700","10.10.212.223","13.107.139.11","59452","443","284","6","0x0018"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"8.431709600","10.10.212.223","13.107.139.11","59452","443","938","6","0x0018"
"8.524088900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.524235000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526896300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526896900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526897100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526897300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526897600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526897800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526898000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526898300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526898500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526898700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526898900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526899200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526899400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526899600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526899800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526900100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526900300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526900500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526900700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526901000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526901200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526901400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526901600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.526901900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527264600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527265100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527265300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527265600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527265800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527266000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527266200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527266400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527266600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527266800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527267100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527267300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527563100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.527835400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528258300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528258600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528258800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528259100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528578900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528579300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528579500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528579700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528579900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528580100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528580300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.528580500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529007200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529177700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529668100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529668400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529668600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529668800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529669000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529669200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529669400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529669700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529669900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529670100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529670300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529670500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529670700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529670900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529671100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529671300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529979700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529980100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529980300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529980500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529980700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529980900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529981100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529981300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529981500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.529981800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.530383300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.530383600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.530383800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.530384100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.530384300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.530384500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.530384700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.530384900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.530647400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.530647700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.531311400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.531572200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"8.531572500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
