frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,ip.proto,tcp.flags
"1.421784000","52.104.130.53","10.10.212.223","443","57362","1514","6","0x0010"
"1.421820900","10.10.212.223","52.104.130.53","57362","443","54","6","0x0010"
"1.422970200","52.104.130.53","10.10.212.223","443","57362","1514","6","0x0010"
"1.422972600","52.104.130.53","10.10.212.223","443","57362","657","6","0x0018"
"1.423000600","10.10.212.223","52.104.130.53","57362","443","54","6","0x0010"
"1.445676800",,,,,"60",,
"1.501218000",,,,,"60",,
"1.555911500",,,,,"60",,
"1.565709100","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565709100","10.10.212.223","13.107.139.11","59452","443","1248","6","0x0018"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"1.565837400","10.10.212.223","13.107.139.11","59452","443","285","6","0x0018"
"1.661240800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661437000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661899000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661899300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661899500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661899700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661899900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661900100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661900400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661900600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661900800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.661901000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.662203600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.662203900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"1.706639500",,,,,"60",,
"2.002136600",,,,,"60",,
"2.002137500",,,,,"60",,
"2.130410100","13.107.139.11","10.10.212.223","443","59452","1514","6","0x0010"
"2.130582300","13.107.139.11","10.10.212.223","443","59452","971","6","0x0018"
"2.130612500","10.10.212.223","13.107.139.11","59452","443","54","6","0x0010"
"2.130883200","13.107.139.11","10.10.212.223","443","59452","634","6","0x0018"
"2.140947700",,,,,"60",,
"2.157815800",,,,,"60",,
"2.169329300","10.10.212.223","52.104.130.53","57362","443","1514","6","0x0010"
"2.169329300","10.10.212.223","52.104.130.53","57362","443","1348","6","0x0018"
"2.183494500","10.10.212.223","13.107.139.11","59452","443","54","6","0x0010"
"2.199394300",,,,,"60",,
"2.273074000",,,,,"60",,
"2.309198900",,,,,"60",,
"2.309199800",,,,,"60",,
"2.336384700","52.104.130.53","10.10.212.223","443","57362","60","6","0x0010"
"2.374371500","10.10.212.223","192.168.4.53","64574","7680","66","6","0x0002"
"2.397500300","52.104.130.53","10.10.212.223","443","57362","1514","6","0x0010"
"2.397854100",,,,,"60",,
"2.397856200","52.104.130.53","10.10.212.223","443","57362","1514","6","0x0010"
"2.397883900","10.10.212.223","52.104.130.53","57362","443","54","6","0x0010"
"2.398963800","52.104.130.53","10.10.212.223","443","57362","1514","6","0x0010"
"2.398967100","52.104.130.53","10.10.212.223","443","57362","658","6","0x0018"
"2.399028500","10.10.212.223","52.104.130.53","57362","443","54","6","0x0010"
"2.424930500",,,,,"60",,
"2.501311200",,,,,"60",,
"2.501312200",,,,,"60",,
"2.593486500",,,,,"60",,
"2.593487400",,,,,"60",,
"2.600505100",,,,,"60",,
"2.607159000",,,,,"60",,
"2.706448400",,,,,"60",,
"2.769987100",,,,,"60",,
"2.800865000",,,,,"60",,
"2.907690200",,,,,"60",,
"3.021909700","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.021909700","10.10.212.223","13.107.139.11","59452","443","1249","6","0x0018"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"3.022244600","10.10.212.223","13.107.139.11","59452","443","987","6","0x0018"
"3.058873600",,,,,"56",,
"3.099170700",,,,,"60",,
"3.120150700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.120298500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121557800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121558100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121558300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121558500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121558700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121559000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121559200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121559400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121559600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121559900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121560100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.121560300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122128600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122129000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122129200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122129400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122129700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122129900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122130100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122130300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122130500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122130800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122131000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122131200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122131400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122131700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122131900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122132300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122132500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122132700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122132900","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122133200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122133400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122133600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.122562100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"3.172652100",,,,,"60",,
"3.188888300",,,,,"60",,
"3.199219200",,,,,"60",,
"3.199220100",,,,,"60",,
"3.214199500",,,,,"60",,
"3.299199400",,,,,"60",,
"3.299200100",,,,,"60",,
"3.398472900",,,,,"60",,
"3.422275700",,,,,"60",,
"3.505864100",,,,,"60",,
"3.505865100",,,,,"60",,
"3.571765500","47.246.41.180","10.10.212.223","443","61956","60","6","0x0004"
"3.607350700",,,,,"60",,
"3.607351500",,,,,"60",,
"3.607351800",,,,,"60",,
"3.636367000","13.107.139.11","10.10.212.223","443","59452","2974","6","0x0010"
"3.636442800","10.10.212.223","13.107.139.11","59452","443","54","6","0x0010"
"3.636697800","13.107.139.11","10.10.212.223","443","59452","71","6","0x0018"
"3.679814900","10.10.212.223","13.107.139.11","59452","443","54","6","0x0010"
"3.681678600","10.10.212.223","52.104.130.53","57362","443","1514","6","0x0010"
"3.681678600","10.10.212.223","52.104.130.53","57362","443","1348","6","0x0018"
"3.699360800",,,,,"60",,
"3.702075500",,,,,"60",,
"3.808178600",,,,,"60",,
"3.848776100","52.104.130.53","10.10.212.223","443","57362","60","6","0x0010"
"3.905222600",,,,,"60",,
"3.913953300","52.104.130.53","10.10.212.223","443","57362","2974","6","0x0010"
"3.914089600","10.10.212.223","52.104.130.53","57362","443","54","6","0x0010"
"3.914202700","52.104.130.53","10.10.212.223","443","57362","1514","6","0x0010"
"3.914228500","52.104.130.53","10.10.212.223","443","57362","658","6","0x0018"
"3.914261400","10.10.212.223","52.104.130.53","57362","443","54","6","0x0010"
"3.948504900","47.246.41.179","10.10.212.223","443","56684","60","6","0x0004"
"4.331619500",,,,,"60",,
"4.399724700",,,,,"56",,
"4.399725700",,,,,"56",,
"4.399725900",,,,,"60",,
"4.399726100",,,,,"60",,
"4.399726400",,,,,"60",,
"4.426773000","10.10.212.223","8.8.8.8",,,"92","17",
"4.441175000","8.8.8.8","10.10.212.223",,,"212","17",
"4.441823400","10.10.212.223","20.184.175.7","64575","443","66","6","0x0002"
"4.500430700",,,,,"60",,
"4.500431200",,,,,"60",,
"4.500431400",,,,,"60",,
"4.530357000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.530357000","10.10.212.223","13.107.139.11","59452","443","1246","6","0x0018"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.531100000","10.10.212.223","13.107.139.11","59452","443","284","6","0x0018"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","1494","6","0x0010"
"4.532042900","10.10.212.223","13.107.139.11","59452","443","760","6","0x0018"
"4.600417900",,,,,"60",,
"4.600418700",,,,,"60",,
"4.604346000","20.184.175.7","10.10.212.223","443","64575","66","6","0x0012"
"4.604444600","10.10.212.223","20.184.175.7","64575","443","54","6","0x0010"
"4.606117500","10.10.212.223","20.184.175.7","64575","443","518","6","0x0018"
"4.622099900","20.184.175.7","10.10.212.223","443","64575","60","6","0x0010"
"4.625849500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.625919500","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.626902700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.627151700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.627513400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.627513800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.627791700","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.627792300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.636137200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642586400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642587100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642587300","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642587600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642587800","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642588000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642588200","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642588400","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642588600","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642589000","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
"4.642589100","13.107.139.11","10.10.212.223","443","59452","60","6","0x0010"
